NAME,TBNAME,TBCREATOR
POOL_TEMP_COL_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_LBP_PAGES_FOUND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_LBP_PAGES_FOUND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_XDA_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
PREFETCH_WAITS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
PREFETCH_WAITS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
SELF_TUNING_ENABLED,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
ADDITIONAL_COMMITTED,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
COLLECTED,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
DBCFG_NAME,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_POOL_TYPE,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_POOL_USED_MB,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_POOL_USED_MB_HWM,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_SET_COMMITTED_MB,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_SET_SIZE_MB,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_SET_TYPE,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_SET_USED_MB,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
MEMORY_SET_USED_MB_HWM,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
NUM_POOLS,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
USED_PERCENT_TOTAL,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
VALUE_FLAGS,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
VALUE_MB,MON_GET_MEMORY_POOL,IBM_DSM_VIEWS
ADDITIONAL_COMMITTED,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
COLLECTED,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
DBCFG_NAME,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMBER,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_POOL_TYPE,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_POOL_USED_MB,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_POOL_USED_MB_HWM,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_SET_COMMITTED_MB,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_SET_SIZE_MB,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_SET_TYPE,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_SET_USED_MB,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
MEMORY_SET_USED_MB_HWM,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
NUM_POOLS,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
USED_PERCENT_TOTAL,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
VALUE_FLAGS,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
VALUE_MB,MON_GET_MEMORY_POOL_DPF,IBM_DSM_VIEWS
COLLECTED,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
DB_NAME,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_POOL_TYPE,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_POOL_USED,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_POOL_USED_HWM,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_SET_COMMITTED,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_SET_SIZE,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_SET_TYPE,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_SET_USED,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
MEMORY_SET_USED_HWM,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
NUM_POOLS,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
USED_PERCENT_TOTAL,MON_GET_MEMORY_SET,IBM_DSM_VIEWS
COLLECTED,MON_GET_ROUTINE,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_ROUTINE,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_ROUTINE,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_ROUTINE,IBM_DSM_VIEWS
FCM_SENDS_RECVS_TOTAL,MON_GET_ROUTINE,IBM_DSM_VIEWS
FCM_SENDS_RECVS_TOTAL_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
LIB_ID,MON_GET_ROUTINE,IBM_DSM_VIEWS
LOCK_TIMESOUTS,MON_GET_ROUTINE,IBM_DSM_VIEWS
LOCK_TIMESOUTS_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
LOCK_WAITS,MON_GET_ROUTINE,IBM_DSM_VIEWS
LOCK_WAITS_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
POOL_L_READS,MON_GET_ROUTINE,IBM_DSM_VIEWS
POOL_L_READS_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
POOL_P_READS,MON_GET_ROUTINE,IBM_DSM_VIEWS
POOL_P_READS_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
POOL_WRITES,MON_GET_ROUTINE,IBM_DSM_VIEWS
POOL_WRITES_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROUTINE_ID,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROUTINE_MODULE_NAME,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROUTINE_NAME,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROUTINE_SCHEMA,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROUTINE_TYPE,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROWS_READ,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROWS_READ_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROWS_RETURNED,MON_GET_ROUTINE,IBM_DSM_VIEWS
ROWS_RETURNED_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
SPECIFIC_NAME,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_CPU_TIME,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_CPU_TIME_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_RQST_TIME,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_RQST_TIME_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_SORTS,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_SORTS_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_TIMES_RTN_INVKD,MON_GET_ROUTINE,IBM_DSM_VIEWS
TOTAL_TIMES_RTN_INVKD_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
WLM_QUEUE_TIME_TOTAL,MON_GET_ROUTINE,IBM_DSM_VIEWS
WLM_QUEUE_TIME_TOTAL_DELTA,MON_GET_ROUTINE,IBM_DSM_VIEWS
BP_NAME,MON_GET_TABLESPACE,IBM_DSM_VIEWS
COLLECTED,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_READ_TIME,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_READ_TIME_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_WRITE_TIME,MON_GET_TABLESPACE,IBM_DSM_VIEWS
DIRECT_WRITE_TIME_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_COL_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_DATA_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_INDEX_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_COL_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_COL_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_LBP_PAGES_FOUND,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_LBP_PAGES_FOUND_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_L_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_L_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_P_READS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_P_READS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_WRITES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
POOL_XDA_WRITES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
PREFETCH_WAITS,MON_GET_TABLESPACE,IBM_DSM_VIEWS
PREFETCH_WAITS_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME,MON_GET_TABLESPACE,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_TABLESPACE,IBM_DSM_VIEWS
STORAGE_GROUP_NAME,MON_GET_TABLESPACE,IBM_DSM_VIEWS
TBSP_NAME,MON_GET_TABLESPACE,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES,MON_GET_TABLESPACE,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES_DELTA,MON_GET_TABLESPACE,IBM_DSM_VIEWS
BP_NAME,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
COLLECTED,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_READ_TIME,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_READ_TIME_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_WRITE_TIME,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
DIRECT_WRITE_TIME_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
MEMBER,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_COL_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_DATA_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_INDEX_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_COL_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_COL_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_XDA_LBP_PAGES_FOUND,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
