NAME,TBNAME,TBCREATOR
NUM_AGENTINFO_ENTRIES,MIGRATE_DATA_RECORD,IBMPDQ  
PROD_ID,MIGRATE_DATA_RECORD,IBMPDQ  
PROP,MIGRATE_DATA_RECORD,IBMPDQ  
ROWS_COMMITTED,MIGRATE_DATA_RECORD,IBMPDQ  
ROWS_DELETED,MIGRATE_DATA_RECORD,IBMPDQ  
ROWS_LOADED,MIGRATE_DATA_RECORD,IBMPDQ  
ROWS_PARTITIONED,MIGRATE_DATA_RECORD,IBMPDQ  
ROWS_READ,MIGRATE_DATA_RECORD,IBMPDQ  
ROWS_REJECTED,MIGRATE_DATA_RECORD,IBMPDQ  
ROWS_SKIPPED,MIGRATE_DATA_RECORD,IBMPDQ  
TAB_NAME,MIGRATE_DATA_RECORD,IBMPDQ  
TAB_SCHEMA,MIGRATE_DATA_RECORD,IBMPDQ  
TIME,MIGRATE_DATA_RECORD,IBMPDQ  
ENABLE,OCM_PROPS,IBMPDQ  
OCM_URL,OCM_PROPS,IBMPDQ  
USERID,OCM_PROPS,IBMPDQ  
ENABLE,OCM_SUBSCRIBERS,IBMPDQ  
PRODUCT,OCM_SUBSCRIBERS,IBMPDQ  
SUBSCRIBER_URL,OCM_SUBSCRIBERS,IBMPDQ  
SUBSCRIPTION_STATUS,OCM_SUBSCRIBERS,IBMPDQ  
MANAGED_DATABASE,PROFILE,IBMPDQ  
NAME,PROFILE,IBMPDQ  
STATUS,PROFILE,IBMPDQ  
PROFILE_NAME,PROFILE_PROPS,IBMPDQ  
PROPERTY_KEY,PROFILE_PROPS,IBMPDQ  
PROPERTY_RUNTIME,PROFILE_PROPS,IBMPDQ  
PROPERTY_SCOPE,PROFILE_PROPS,IBMPDQ  
PROPERTY_VALUE,PROFILE_PROPS,IBMPDQ  
BLU_INSTANCE_ID,PROVISIONED_SERVICES,IBMPDQ  
BLU_PASS,PROVISIONED_SERVICES,IBMPDQ  
BLU_USER,PROVISIONED_SERVICES,IBMPDQ  
ENABLED,PROVISIONED_SERVICES,IBMPDQ  
INSTANCE_ID,PROVISIONED_SERVICES,IBMPDQ  
ORG_ID,PROVISIONED_SERVICES,IBMPDQ  
PLAN_ID,PROVISIONED_SERVICES,IBMPDQ  
SERVICE_ID,PROVISIONED_SERVICES,IBMPDQ  
SPACE_ID,PROVISIONED_SERVICES,IBMPDQ  
BLU_ADMIN,PURGEABLE_INSTANCES,IBMPDQ  
BLU_INSTANCE_ID,PURGEABLE_INSTANCES,IBMPDQ  
BLU_PASSWD,PURGEABLE_INSTANCES,IBMPDQ  
BLU_URL,PURGEABLE_INSTANCES,IBMPDQ  
CLASS_ID,PURGEABLE_INSTANCES,IBMPDQ  
DC_ID,PURGEABLE_INSTANCES,IBMPDQ  
ENVIRONMENT,PURGEABLE_INSTANCES,IBMPDQ  
APP_GUID,SERVICE_BINDINGS,IBMPDQ  
BINDING_ID,SERVICE_BINDINGS,IBMPDQ  
INSTANCE_ID,SERVICE_BINDINGS,IBMPDQ  
CLASS_ID,SERVICE_PLANS,IBMPDQ  
DESCRIPTION,SERVICE_PLANS,IBMPDQ  
FREE,SERVICE_PLANS,IBMPDQ  
NAME,SERVICE_PLANS,IBMPDQ  
PLAN_ID,SERVICE_PLANS,IBMPDQ  
COLLECTED,SQL_EXECUTIONS,IBMPDQ  
EXECUTABLE_ID,SQL_EXECUTIONS,IBMPDQ  
LOCK_ESCALS,SQL_EXECUTIONS,IBMPDQ  
LOCK_WAITS,SQL_EXECUTIONS,IBMPDQ  
LOCK_WAIT_TIME,SQL_EXECUTIONS,IBMPDQ  
LOGICAL_READS,SQL_EXECUTIONS,IBMPDQ  
MDB_NAME,SQL_EXECUTIONS,IBMPDQ  
NUM_EXEC_WITH_METRICS,SQL_EXECUTIONS,IBMPDQ  
PHYSICAL_READS,SQL_EXECUTIONS,IBMPDQ  
POOL_DATA_L_READS,SQL_EXECUTIONS,IBMPDQ  
POOL_INDEX_L_READS,SQL_EXECUTIONS,IBMPDQ  
ROWS_MODIFIED,SQL_EXECUTIONS,IBMPDQ  
ROWS_READ,SQL_EXECUTIONS,IBMPDQ  
ROWS_RETURNED,SQL_EXECUTIONS,IBMPDQ  
SORT_OVERFLOWS,SQL_EXECUTIONS,IBMPDQ  
SQL_HASH_ID,SQL_EXECUTIONS,IBMPDQ  
STMT_EXEC_TIME,SQL_EXECUTIONS,IBMPDQ  
TEMP_READS,SQL_EXECUTIONS,IBMPDQ  
TOTAL_ACT_WAIT_TIME,SQL_EXECUTIONS,IBMPDQ  
TOTAL_CPU_TIME,SQL_EXECUTIONS,IBMPDQ  
WLM_QUEUE_TIME_TOTAL,SQL_EXECUTIONS,IBMPDQ  
ID,SQL_JOB_COMMAND,IBMPDQ  
INDEX,SQL_JOB_COMMAND,IBMPDQ  
RESULT,SQL_JOB_COMMAND,IBMPDQ  
COUNT,SQL_JOB_SUMMARY,IBMPDQ  
END_TIME,SQL_JOB_SUMMARY,IBMPDQ  
ID,SQL_JOB_SUMMARY,IBMPDQ  
START_TIME,SQL_JOB_SUMMARY,IBMPDQ  
STATUS,SQL_JOB_SUMMARY,IBMPDQ  
PROFILE_NAME,TAGS,IBMPDQ  
TAG,TAGS,IBMPDQ  
USERNAME,TAGS,IBMPDQ  
DUMMY_COL_1,TEMPLATE_CONFIG,IBMPDQ  
ISAPPLIED_NEW,TEMPLATE_CONFIG,IBMPDQ  
TEMPLATE_CONFIG,TEMPLATE_CONFIG,IBMPDQ  
TEMPLATE_KEY,TEMPLATE_CONFIG,IBMPDQ  
UCUSER,TEMPLATE_CONFIG,IBMPDQ  
NAMESPACE,USERCRED,IBMPDQ  
PROPERTY_KEY,USERCRED,IBMPDQ  
PROPERTY_VALUE,USERCRED,IBMPDQ  
RESOURCENAME,USERCRED,IBMPDQ  
SESSIONUSER,USERCRED,IBMPDQ  
PRIVILEGE,USER_PROFILE_PRIV,IBMPDQ  
PROFILE_NAME,USER_PROFILE_PRIV,IBMPDQ  
USER_NAME,USER_PROFILE_PRIV,IBMPDQ  
APPLICATION_HANDLE,BOTTLE_CPU,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_CPU,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_CPU,IBM_DSM_VIEWS
COLLECTED,BOTTLE_CPU,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_CPU,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_CPU,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_CPU,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_CPU,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_CPU,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_CPU,IBM_DSM_VIEWS
UOW_ID,BOTTLE_CPU,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_CPU,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
COLLECTED,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
UOW_ID,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_DIRECT_READS,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
COLLECTED,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
UOW_ID,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_DIRECT_WRITES,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
COLLECTED,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
UOW_ID,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_ELAPSED_TIME,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_FCMRW,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_FCMRW,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_FCMRW,IBM_DSM_VIEWS
COLLECTED,BOTTLE_FCMRW,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_FCMRW,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_FCMRW,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_FCMRW,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_FCMRW,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_FCMRW,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_FCMRW,IBM_DSM_VIEWS
UOW_ID,BOTTLE_FCMRW,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_FCMRW,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
COLLECTED,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
UOW_ID,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_FED_ROWS_READ,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
COLLECTED,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
UOW_ID,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_FED_WAITS_TOTAL,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
COLLECTED,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
UOW_ID,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_FED_WAIT_TIME,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
COLLECTED,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
UOW_ID,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_LOCK_WAIT,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
COLLECTED,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
UOW_ID,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_LOG_SPACE,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_MEMORY,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_MEMORY,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_MEMORY,IBM_DSM_VIEWS
COLLECTED,BOTTLE_MEMORY,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_MEMORY,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_MEMORY,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_MEMORY,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_MEMORY,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_MEMORY,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_MEMORY,IBM_DSM_VIEWS
UOW_ID,BOTTLE_MEMORY,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_MEMORY,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
COLLECTED,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
UOW_ID,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_NUM_LOCKS,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
COLLECTED,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
UOW_ID,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_QUERY_COST,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
COLLECTED,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
UOW_ID,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_ROWS_MOD,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
COLLECTED,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
UOW_ID,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_ROWS_READ,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
COLLECTED,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
UOW_ID,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_ROWS_RETURNED,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_SORTS,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_SORTS,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_SORTS,IBM_DSM_VIEWS
COLLECTED,BOTTLE_SORTS,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_SORTS,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_SORTS,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_SORTS,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_SORTS,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_SORTS,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_SORTS,IBM_DSM_VIEWS
UOW_ID,BOTTLE_SORTS,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_SORTS,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
COLLECTED,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
UOW_ID,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_SORT_OVERFLOWS,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
COLLECTED,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
UOW_ID,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_SORT_TIME,IBM_DSM_VIEWS
COLLECTED,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
DIRECT_READ_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
DIRECT_READ_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
DIRECT_WRITE_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
DIRECT_WRITE_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
IDA_RECV_WAIT_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
IDA_RECV_WAIT_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
IDA_SEND_WAIT_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
IDA_SEND_WAIT_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
LOCK_WAIT_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
LOCK_WAIT_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
LOG_BUFFER_WAIT_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
LOG_BUFFER_WAIT_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
LOG_DISK_WAIT_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
LOG_DISK_WAIT_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
POOL_READ_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
POOL_READ_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
POOL_WRITE_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
POOL_WRITE_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
PREV_COLLECTED,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
TOTAL_ACT_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
TOTAL_ACT_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
TOTAL_SECTION_SORT_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
TOTAL_SECTION_SORT_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
WLM_QUEUE_TIME_MSEC,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
WLM_QUEUE_TIME_MSEC_DELTA,BOTTLE_WAIT_TIMES,IBM_DSM_VIEWS
APPLICATION_HANDLE,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
APPLICATION_NAME,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
AVG_WO_MAX,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
COLLECTED,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
DBCONN_ID,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
DBCONN_INT,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
DELTA_MSEC,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
